frame,object_type,track_id,frame_x,frame_y,court_x,court_y
4,player,8,609.1883544921875,352.9189453125,632.257568359375,266.5526123046875
4,player,10,841.3661499023438,414.11181640625,765.5098876953125,544.2078247070312
4,player,7,806.500244140625,409.24993896484375,753.651123046875,535.6947631835938
4,ball,-1,1066.99267578125,300.93914794921875,1152.5537109375,186.7501220703125
5,player,1,976.675537109375,506.66961669921875,765.5106201171875,838.8582153320312
5,player,3,553.4345703125,521.3820190429688,437.926025390625,772.812255859375
5,player,2,818.2740478515625,417.68658447265625,739.0664672851562,545.499267578125
5,player,6,502.0127868652344,544.274658203125,386.41058349609375,816.10302734375
5,player,5,1053.775634765625,556.4944458007812,767.666748046875,971.659423828125
5,player,4,680.7362060546875,353.11328125,694.83740234375,291.3855285644531
5,player,8,607.9525146484375,352.8195495605469,630.781005859375,267.4410400390625
5,player,9,205.4449462890625,368.0690612792969,257.4098205566406,215.2754669189453
5,player,10,839.539794921875,414.82366943359375,763.4278564453125,544.3748779296875
6,player,1,975.0526123046875,507.470947265625,764.5159912109375,837.9247436523438
6,player,3,554.358642578125,522.7715454101562,438.1684265136719,773.6087036132812
6,player,2,817.7198486328125,417.887451171875,738.5245971679688,546.6163330078125
6,player,6,502.4194030761719,543.823486328125,387.12493896484375,815.291259765625
6,player,5,1054.19384765625,556.2257690429688,768.362060546875,970.244140625
6,player,4,679.7890625,353.4591979980469,694.143798828125,291.1801452636719
6,player,9,207.45880126953125,367.7865295410156,258.5447998046875,217.16415405273438
6,player,8,607.1658325195312,354.24462890625,629.0203857421875,269.83984375
6,player,7,808.3326416015625,403.40045166015625,751.208740234375,523.2191772460938
6,player,10,840.8443603515625,415.171630859375,762.314697265625,544.9842529296875
7,player,1,972.767578125,508.8369140625,762.7526245117188,838.3004150390625
7,player,3,554.9315795898438,523.6095581054688,438.2762145996094,774.8914794921875
7,player,2,820.0645751953125,417.6487731933594,738.9607543945312,547.2916259765625
7,player,6,504.20965576171875,543.563232421875,388.08319091796875,814.69091796875
7,player,4,678.2183837890625,353.22479248046875,693.2886962890625,290.5882873535156
7,player,5,1054.40234375,554.6194458007812,769.4444580078125,968.114501953125
7,player,8,606.7792358398438,355.63519287109375,627.2186889648438,273.2044982910156
7,player,9,209.0218505859375,367.343017578125,259.84063720703125,217.9514923095703
7,player,7,807.212890625,402.301025390625,749.7469482421875,513.7538452148438
8,player,1,970.852783203125,508.02630615234375,761.4041748046875,837.688232421875
8,player,3,555.5963134765625,524.853515625,438.2257080078125,776.84326171875
8,player,6,505.5923767089844,543.541748046875,389.05047607421875,814.3921508789062
8,player,4,679.4283447265625,353.6562194824219,692.938720703125,290.88873291015625
8,player,8,606.2858276367188,356.62713623046875,625.5113525390625,276.65460205078125
8,player,5,1053.5615234375,551.0842895507812,771.2159423828125,963.9465942382812
8,player,2,820.4481811523438,416.62420654296875,739.777099609375,546.6415405273438
8,player,10,833.6839599609375,416.5425720214844,758.899658203125,546.2421875
9,player,1,968.9898681640625,507.360595703125,760.2845458984375,836.5615234375
9,player,3,556.6026611328125,524.8123168945312,438.4562072753906,778.1575927734375
9,player,6,506.21453857421875,543.3507690429688,389.87188720703125,814.090087890625
9,player,4,678.2259521484375,352.4267578125,692.843994140625,289.3410339355469
9,player,5,1054.00732421875,548.8196411132812,773.304931640625,959.5223388671875
9,player,8,605.9173583984375,356.8277282714844,624.208251953125,279.1270751953125
9,player,10,832.667724609375,417.11279296875,756.1428833007812,547.5936279296875
9,player,11,662.0908203125,351.49859619140625,678.9964599609375,278.59423828125
9,player,7,800.1619873046875,351.0066833496094,769.7364501953125,443.876708984375
10,player,1,966.703369140625,507.5294189453125,758.8890380859375,835.7830810546875
10,player,3,557.2991943359375,523.9803466796875,438.9749450683594,778.3563232421875
10,player,4,676.0523681640625,351.7758483886719,692.3596801757812,287.26483154296875
10,player,6,506.707275390625,543.6810302734375,390.4584045410156,814.2039794921875
10,player,2,825.2711181640625,416.42999267578125,741.8116455078125,546.439208984375
10,player,8,605.8526611328125,356.9902648925781,623.2786865234375,280.942138671875
10,player,5,1054.6396484375,546.011474609375,775.8523559570312,954.513916015625
10,player,9,194.19569396972656,363.44189453125,256.9331359863281,211.9923095703125
11,player,1,964.9466552734375,508.009033203125,757.3386840820312,835.5428466796875
11,player,3,558.6197509765625,524.0592651367188,439.62713623046875,778.6591796875
11,player,4,675.811767578125,350.25726318359375,692.6089477539062,283.8672180175781
11,player,6,507.27935791015625,543.7479858398438,390.9664001464844,814.3781127929688
11,player,5,1055.331298828125,545.4166259765625,777.9027099609375,950.8502807617188
11,player,8,606.2512817382812,356.75189208984375,622.8917236328125,281.84521484375
11,player,10,833.2906494140625,417.0314636230469,754.568603515625,548.43896484375
11,player,2,822.2928466796875,413.28253173828125,743.5546875,542.5679931640625
11,player,7,799.7661743164062,391.554931640625,764.1065063476562,449.03399658203125
11,player,9,176.27877807617188,370.3428955078125,248.3662109375,215.5756072998047
12,player,3,558.98974609375,522.9597778320312,440.40093994140625,777.943603515625
12,player,1,963.8693237304688,508.40435791015625,755.8992309570312,835.636474609375
12,player,4,674.87548828125,351.871826171875,691.7889404296875,283.72357177734375
12,player,6,507.509033203125,546.81640625,390.717529296875,817.0206298828125
12,player,5,1055.1253662109375,539.1887817382812,781.4949951171875,943.5508422851562
12,player,10,832.4681396484375,418.86297607421875,752.5445556640625,550.9165649414062
12,player,8,606.271484375,356.8758239746094,622.5992431640625,282.59735107421875
12,player,9,177.02203369140625,369.50701904296875,243.16981506347656,216.88230895996094
12,player,7,798.0089111328125,390.80377197265625,760.2334594726562,451.3392333984375
13,player,1,963.8388061523438,508.93701171875,754.757568359375,836.1522827148438
13,player,3,560.8242797851562,522.638427734375,441.4429626464844,777.350341796875
13,player,4,671.3323974609375,352.0458984375,690.0465087890625,283.52783203125
13,player,6,508.2350158691406,546.7457275390625,390.74822998046875,818.73779296875
13,player,5,1055.22705078125,539.2669677734375,783.8267822265625,938.8765258789062
13,player,8,606.459228515625,356.63714599609375,622.559814453125,282.7893371582031
13,player,10,832.3385009765625,416.2017822265625,752.2930908203125,549.60302734375
13,player,9,176.15838623046875,369.1521301269531,239.59552001953125,217.19143676757812
13,player,7,796.8203125,391.53729248046875,757.03759765625,453.593505859375
14,player,1,964.3280639648438,509.49676513671875,753.9367065429688,837.008544921875
14,player,3,561.9513549804688,522.060546875,442.54107666015625,776.5589599609375
14,player,4,669.3544921875,350.9588317871094,688.7348022460938,281.7658386230469
14,player,5,1056.3363037109375,540.8524169921875,785.0338745117188,937.1831665039062
14,player,6,508.54046630859375,546.14599609375,390.96710205078125,819.388427734375
14,player,10,837.62353515625,416.53778076171875,753.5517578125,549.5935668945312
14,player,8,607.1158447265625,356.92041015625,622.6339111328125,283.34857177734375
14,player,9,174.0225830078125,369.6998291015625,236.53253173828125,217.9160919189453
14,player,7,798.8287963867188,399.4866943359375,752.1929931640625,464.50445556640625
14,player,12,197.904296875,368.37176513671875,252.090087890625,220.4114990234375
15,player,1,965.258544921875,508.9349365234375,753.8572998046875,837.1610107421875
15,player,3,565.0453491210938,522.7191162109375,443.8828125,776.8594970703125
15,player,5,1056.6121826171875,542.5482177734375,785.2577514648438,937.4412841796875
15,player,4,668.2347412109375,350.630859375,687.6600952148438,280.0770263671875
15,player,6,509.0818176269531,546.3120727539062,391.20770263671875,819.9896240234375
15,player,10,838.1046142578125,420.32611083984375,752.9376831054688,553.7647705078125
15,player,8,608.765625,354.4406433105469,624.1578369140625,280.5894775390625
15,player,7,797.6385498046875,400.15545654296875,748.4039306640625,472.25811767578125
15,player,12,195.17056274414062,367.8850402832031,251.35604858398438,219.5301513671875
15,player,9,173.80184936523438,369.5175476074219,234.50746154785156,218.12973022460938
15,player,2,805.1535034179688,396.93951416015625,746.421142578125,519.9703369140625
15,player,13,797.5220336914062,360.33154296875,791.7382202148438,348.1600341796875
16,player,3,564.8712158203125,523.1015625,444.6208190917969,777.368896484375
16,player,1,965.6990966796875,509.397216796875,753.7500610351562,837.6934814453125
16,player,5,1056.306396484375,542.3759765625,785.3893432617188,937.4486083984375
16,player,6,510.5457763671875,545.4241943359375,391.907470703125,819.7701416015625
16,player,10,837.313720703125,418.80108642578125,752.9373779296875,554.745849609375
16,player,4,668.7113647460938,350.66778564453125,687.09912109375,279.0735778808594
16,player,7,798.41552734375,406.27313232421875,743.6295166015625,484.3465576171875
16,player,9,162.32786560058594,370.78857421875,229.52371215820312,218.9002685546875
16,player,8,609.218994140625,353.6672058105469,625.5914306640625,277.8116760253906
17,player,3,566.4959716796875,523.9764404296875,445.3052978515625,778.5802001953125
17,player,1,966.816650390625,509.57513427734375,753.908935546875,838.285400390625
17,player,6,511.9996337890625,544.9270629882812,392.82281494140625,819.335205078125
17,player,10,836.8169555664062,418.96466064453125,752.7230224609375,555.5172729492188
17,player,5,1056.9473876953125,541.508056640625,785.9610595703125,936.8222045898438
17,player,4,668.2933349609375,350.823486328125,686.5349731445312,278.5898132324219
17,player,7,797.7374267578125,404.75677490234375,740.9500122070312,490.42388916015625
17,player,8,609.5848999023438,352.3284912109375,627.158935546875,274.2576904296875
17,player,9,172.34426879882812,369.75250244140625,229.4720001220703,218.94564819335938
17,player,12,195.73443603515625,368.37841796875,250.95692443847656,219.6529998779297
18,player,3,566.49560546875,523.9769287109375,445.75,779.367919921875
18,player,1,966.8171997070312,509.5733642578125,754.0130615234375,838.668701171875
18,player,6,511.9996032714844,544.927490234375,393.41766357421875,819.0528564453125
18,player,10,836.8172607421875,418.96435546875,752.5839233398438,556.0183715820312
18,player,5,1056.9501953125,541.5040283203125,786.3349609375,936.412109375
18,player,4,668.293212890625,350.8232421875,686.1683349609375,278.2750549316406
18,player,7,797.7374267578125,404.7574462890625,739.2080688476562,494.3748779296875
18,player,8,609.584716796875,352.3283996582031,628.1777954101562,271.94744873046875
18,player,9,172.33956909179688,369.75250244140625,229.43698120117188,218.9747314453125
18,player,12,195.73406982421875,368.3779296875,250.69747924804688,219.732177734375
19,player,1,969.8282470703125,509.10498046875,755.049560546875,838.76806640625
19,player,10,835.4049072265625,417.6820068359375,752.6091918945312,554.8172607421875
19,player,3,567.4166259765625,524.3294677734375,446.188720703125,780.2554931640625
19,player,6,517.3629150390625,544.761962890625,395.1565856933594,819.1566162109375
19,player,5,1059.41650390625,542.7225341796875,786.7529296875,937.3062133789062
19,player,4,664.9802856445312,352.06097412109375,684.3507690429688,279.40789794921875
19,player,7,792.376220703125,394.2535400390625,740.8585815429688,484.34783935546875
19,player,8,611.7401123046875,350.9530334472656,630.0645141601562,268.80938720703125
19,player,9,158.831787109375,370.1309814453125,225.2911834716797,218.28175354003906
19,player,12,189.27719116210938,370.394287109375,248.2109375,221.83416748046875
20,player,1,971.21435546875,509.012939453125,756.12353515625,838.86962890625
20,player,3,568.8687744140625,523.8484497070312,446.95404052734375,780.5379028320312
20,player,4,665.0097045898438,351.7763671875,683.2971801757812,279.7681884765625
20,player,10,835.4110717773438,417.09002685546875,752.87353515625,553.38916015625
20,player,6,519.81640625,544.7151489257812,396.89971923828125,819.3792724609375
20,player,7,791.0924072265625,395.8727111816406,740.857177734375,479.6025085449219
20,player,5,1060.6029052734375,542.319091796875,787.4771118164062,937.6671142578125
20,player,8,612.4710693359375,351.44677734375,631.331298828125,267.49908447265625
20,player,9,157.45787048339844,369.1287841796875,222.35421752929688,216.40081787109375
20,player,12,187.88076782226562,367.89263916015625,246.63272094726562,219.81201171875
21,player,1,973.044921875,508.84930419921875,757.3661499023438,838.9483642578125
21,player,4,665.759521484375,351.5694274902344,682.93896484375,279.79736328125
21,player,10,834.8671875,417.1627197265625,752.8544921875,552.4915771484375
21,player,3,569.8748779296875,523.2318115234375,447.85162353515625,780.2744140625
21,player,6,521.8072509765625,544.0825805664062,398.6559753417969,819.162841796875
21,player,5,1061.24658203125,541.3189697265625,788.4854736328125,937.166748046875
21,player,7,791.0064697265625,388.72113037109375,743.8741455078125,468.0989990234375
21,player,8,614.131103515625,350.920654296875,632.891357421875,266.0990905761719
21,player,12,189.28970336914062,369.72723388671875,245.69482421875,221.01925659179688
22,player,1,974.7313232421875,508.5997314453125,758.7128295898438,838.926513671875
22,player,3,570.5432739257812,522.834228515625,448.6983337402344,779.8162231445312
22,player,6,519.1707153320312,543.9232177734375,399.1826477050781,818.6834716796875
22,player,5,1062.38671875,540.8582763671875,789.6043701171875,936.5714111328125
22,player,10,834.3275146484375,418.84564208984375,751.9852294921875,553.69873046875
22,player,4,665.98583984375,351.7961730957031,682.6842041015625,280.1396789550781
22,player,7,790.5718383789062,368.8298645019531,754.4935302734375,436.2769775390625
22,player,12,195.08572387695312,367.53076171875,247.23971557617188,219.4537353515625
22,player,8,617.1312866210938,352.33245849609375,634.309814453125,267.3575134277344
22,player,9,150.83340454101562,363.29888916015625,219.43746948242188,206.90194702148438
23,player,1,976.1511840820312,507.5155029296875,760.3712158203125,838.0994873046875
23,player,6,519.9046630859375,544.2999877929688,399.6259765625,818.7386474609375
23,player,10,831.9971923828125,423.603271484375,748.783203125,559.4296875
23,player,3,570.8155517578125,522.6046142578125,449.3720703125,779.3433837890625
23,player,7,790.20068359375,382.5316467285156,755.172607421875,432.44635009765625
23,player,4,666.9904174804688,351.47540283203125,682.9744873046875,280.029541015625
23,player,5,1063.3380126953125,541.8970947265625,790.1854248046875,937.0810546875
23,player,8,618.276123046875,352.89849853515625,635.375,269.0370788574219
23,player,12,196.79840087890625,349.90875244140625,252.15402221679688,194.92019653320312
23,player,9,151.0594482421875,371.15966796875,216.2879638671875,211.0809326171875
24,player,1,977.7842407226562,507.0582275390625,762.0538940429688,837.30517578125
24,player,3,570.0004272460938,520.9218139648438,450.00347900390625,777.5235595703125
24,player,7,790.6859130859375,412.3168029785156,743.2645263671875,464.5528564453125
24,player,6,523.5243530273438,545.1185913085938,400.63079833984375,819.7301025390625
24,player,4,666.8082275390625,349.73565673828125,683.8326416015625,277.6163024902344
24,player,10,833.5985107421875,422.28594970703125,747.7088623046875,561.877197265625
24,player,8,619.2235107421875,352.07977294921875,636.6912841796875,269.1264343261719
24,player,5,1063.750732421875,541.5960693359375,790.781005859375,937.208984375
24,player,12,195.97186279296875,364.39471435546875,252.29620361328125,198.44256591796875
24,player,9,137.70640563964844,372.01947021484375,210.10508728027344,213.72634887695312
25,player,1,979.8416748046875,506.5367431640625,763.8897705078125,836.511962890625
25,player,7,791.33740234375,413.82366943359375,735.1112060546875,487.15478515625
25,player,3,570.87841796875,520.3361206054688,450.7762451171875,775.9066162109375
25,player,6,524.0990600585938,544.3944702148438,401.5787353515625,819.8272705078125
25,player,4,666.8395385742188,349.94671630859375,684.31201171875,276.3332824707031
25,player,10,832.4664306640625,424.8900146484375,745.6172485351562,566.170654296875
25,player,5,1064.9698486328125,545.4884643554688,790.0267333984375,940.443603515625
25,player,8,620.240234375,351.5035400390625,638.0987548828125,268.5104064941406
25,player,9,142.69671630859375,374.9957580566406,207.09661865234375,219.73541259765625
25,player,12,196.74830627441406,364.97119140625,252.51513671875,201.5630645751953
26,player,7,791.1920166015625,409.9528503417969,731.3302001953125,497.518798828125
26,player,1,981.30517578125,506.373291015625,765.5328369140625,835.9781494140625
26,player,3,572.54638671875,520.6895141601562,451.61737060546875,775.2949829101562
26,player,4,666.600830078125,350.2889099121094,684.4035034179688,275.93463134765625
26,player,10,831.9282836914062,425.62994384765625,743.8004150390625,569.70654296875
26,player,6,525.57080078125,543.2261962890625,402.80572509765625,819.0487060546875
26,player,5,1064.936767578125,545.93359375,789.36279296875,942.8906860351562
26,player,12,199.11178588867188,368.50830078125,252.705078125,208.44651794433594
26,player,8,622.101318359375,351.46044921875,639.62548828125,268.2271728515625
26,player,9,143.9132843017578,375.37054443359375,205.44281005859375,224.231201171875
27,player,1,983.03271484375,506.875244140625,766.8680419921875,836.208740234375
27,player,7,790.8115234375,418.18414306640625,725.4594116210938,513.3417358398438
27,player,3,573.8460693359375,521.28076171875,452.3524169921875,775.5114135742188
27,player,10,830.4760131835938,425.94866943359375,742.0669555664062,572.216552734375
27,player,4,667.0277099609375,351.19927978515625,684.2193603515625,276.931640625
27,player,5,1065.8690185546875,542.9677734375,790.2730712890625,942.2369384765625
27,player,6,525.8646240234375,543.8310546875,403.5466613769531,819.0621337890625
27,player,12,196.45150756835938,369.8918151855469,251.76754760742188,214.48629760742188
27,player,8,624.120849609375,350.967041015625,641.4593505859375,267.5728759765625
27,player,9,151.44667053222656,370.5716857910156,207.4053955078125,221.61439514160156
27,player,14,184.40151977539062,373.75421142578125,237.6758270263672,236.91761779785156
27,player,15,169.0836181640625,372.4666748046875,225.22610473632812,228.270751953125
28,player,1,986.1336059570312,508.00921630859375,768.1262817382812,837.5935668945312
28,player,3,575.6624755859375,520.8324584960938,453.398193359375,775.4127807617188
28,player,7,790.550537109375,421.2080993652344,720.3729248046875,526.9036865234375
28,player,4,666.6705322265625,351.34674072265625,683.9234619140625,277.74267578125
28,player,10,830.3887939453125,425.8493347167969,740.9549560546875,573.7339477539062
28,player,6,526.74560546875,544.9937133789062,403.9974365234375,820.0923461914062
28,player,5,1066.72900390625,543.0077514648438,791.06884765625,941.9136962890625
28,player,12,195.63279724121094,371.25750732421875,250.6580810546875,220.11268615722656
28,player,8,626.3072509765625,350.08135986328125,643.7041015625,266.1663818359375
28,player,9,157.0919189453125,366.5501708984375,211.05809020996094,215.15187072753906
29,player,1,987.2198486328125,507.55853271484375,769.4028930664062,838.1975708007812
29,player,3,578.4924926757812,520.3557739257812,454.9107666015625,775.1664428710938
29,player,4,667.8743896484375,352.26641845703125,683.7335205078125,279.6076965332031
29,player,10,830.8333740234375,426.95709228515625,739.914306640625,575.9439697265625
29,player,6,528.709716796875,544.7149658203125,404.832763671875,820.68896484375
29,player,5,1067.335693359375,543.0716552734375,791.7166748046875,941.8033447265625
29,player,7,794.064697265625,411.18743896484375,722.1030883789062,524.9954223632812
29,player,12,195.933349609375,368.9347839355469,250.4593505859375,220.77593994140625
29,player,8,627.4610595703125,348.4149475097656,646.200927734375,263.11968994140625
30,player,1,988.823486328125,506.41876220703125,771.092041015625,837.7438354492188
30,player,3,580.4261474609375,520.402099609375,456.3737487792969,775.2024536132812
30,player,10,829.4278564453125,429.87603759765625,737.6575927734375,580.3587646484375
30,player,4,669.331298828125,351.5318603515625,684.3839111328125,279.9796142578125
30,player,5,1068.812744140625,542.6471557617188,792.6732177734375,941.51904296875
30,player,6,529.9515991210938,544.160400390625,405.7997741699219,820.7208251953125
30,player,7,791.7608642578125,411.2003479003906,722.5386962890625,523.561767578125
30,player,8,650.9242553710938,351.99993896484375,653.8951416015625,268.1524963378906
30,player,16,629.5065307617188,347.9551086425781,653.2452392578125,256.2400207519531
31,player,1,990.286865234375,507.02911376953125,772.3447265625,838.09716796875
31,player,3,581.8782348632812,521.192138671875,457.5024108886719,776.0233154296875
31,player,10,829.040283203125,431.98040771484375,735.239990234375,585.4166259765625
31,player,5,1069.9892578125,541.6614990234375,793.96533203125,940.6554565429688
31,player,7,789.4645385742188,416.15435791015625,720.1549072265625,527.9185180664062
31,player,4,670.90771484375,352.1582946777344,685.050048828125,281.2037048339844
31,player,6,530.2903442382812,542.8677978515625,406.7889404296875,819.7081298828125
31,player,8,649.3057861328125,352.88226318359375,658.0186767578125,272.4454345703125
31,player,12,196.93310546875,367.9381103515625,250.81832885742188,219.99436950683594
32,player,1,991.4459838867188,506.8900146484375,773.519287109375,838.3043823242188
32,player,3,583.8566284179688,522.4315795898438,458.4383544921875,777.781005859375
32,player,10,830.7886962890625,433.5704345703125,733.5426635742188,590.5302734375
32,player,5,1071.1820068359375,541.0656127929688,795.334228515625,939.722412109375
32,player,7,788.8804931640625,417.7869567871094,717.7852172851562,532.4931640625
32,player,6,531.1466064453125,542.2756958007812,407.7703857421875,818.630859375
32,player,4,672.012451171875,352.1647033691406,685.83447265625,282.1119689941406
32,player,12,200.67970275878906,367.90679931640625,252.1890411376953,219.78109741210938
32,player,8,643.262939453125,352.44219970703125,658.9457397460938,274.0826110839844
33,player,1,993.0413818359375,507.0032958984375,774.6621704101562,838.67041015625
33,player,3,585.250244140625,522.7020263671875,459.33441162109375,779.2677001953125
33,player,10,830.4860229492188,434.10052490234375,732.1422119140625,594.3829345703125
33,player,5,1072.449462890625,541.3509521484375,796.4400024414062,939.4444580078125
33,player,7,788.2117309570312,414.02618408203125,717.5445556640625,531.2595825195312
33,player,4,673.8628540039062,352.3294677734375,686.8684692382812,283.095703125
33,player,6,531.4127807617188,540.039794921875,408.9568786621094,816.1080932617188
33,player,12,201.35699462890625,370.0615234375,252.87744140625,222.51327514648438
34,player,1,994.721923828125,506.937255859375,775.875732421875,838.9924926757812
34,player,10,830.7093505859375,434.36712646484375,731.1908569335938,597.18603515625
34,player,3,585.3373413085938,522.8734741210938,459.8974609375,780.387939453125
34,player,5,1073.365234375,542.0484008789062,797.12939453125,939.887451171875
34,player,7,787.6004638671875,415.5697021484375,716.5919189453125,532.110107421875
34,player,6,532.4259643554688,539.77294921875,410.03656005859375,814.327880859375
34,player,4,674.2813720703125,352.66461181640625,687.5340576171875,284.21966552734375
34,player,8,656.292724609375,353.0891418457031,663.45068359375,277.2315979003906
34,player,12,203.4246826171875,370.81182861328125,253.8057861328125,225.44857788085938
35,player,1,998.648681640625,507.059814453125,777.6583862304688,839.6367797851562
35,player,10,831.8068237304688,435.45831298828125,730.4574584960938,600.2454833984375
35,player,3,585.967041015625,522.8331298828125,460.43267822265625,781.13232421875
35,player,5,1074.78173828125,541.3795166015625,798.1915893554688,939.76513671875
35,player,7,784.6400146484375,414.71722412109375,715.4383544921875,531.4550170898438
35,player,6,532.89208984375,540.1441650390625,410.7730712890625,813.5146484375
35,player,4,675.309814453125,352.5427551269531,688.347412109375,284.8853759765625
35,player,12,204.21792602539062,369.93292236328125,254.81436157226562,226.28585815429688
36,player,1,998.1776123046875,506.98870849609375,778.7196044921875,839.9549560546875
36,player,3,586.5440673828125,522.47412109375,461.01361083984375,781.3551025390625
36,player,10,832.03466796875,435.03326416015625,730.2142333984375,601.8104858398438
36,player,5,1075.70263671875,539.86083984375,799.6927490234375,938.5632934570312
36,player,6,534.05615234375,539.5294799804688,411.67333984375,812.5699462890625
36,player,7,783.7130126953125,413.77264404296875,714.7906494140625,529.8992919921875
36,player,4,675.2119140625,352.6314697265625,688.8074340820312,285.4266357421875
36,player,12,208.04083251953125,369.0340576171875,256.79400634765625,226.00205993652344
36,player,14,200.00497436523438,368.9375,243.2481689453125,232.06716918945312
36,player,8,655.9974365234375,352.84222412109375,666.3857421875,278.9228210449219
37,player,1,1000.02587890625,507.2197265625,779.8104248046875,840.515380859375
37,player,3,587.5912475585938,522.8369140625,461.5686340332031,781.895263671875
37,player,5,1077.16748046875,538.8448486328125,801.4299926757812,937.0986938476562
37,player,10,832.841552734375,433.975341796875,730.7075805664062,601.79248046875
37,player,6,537.0584716796875,542.554931640625,412.34307861328125,814.688232421875
37,player,7,781.3981323242188,417.9385681152344,712.03955078125,533.277099609375
37,player,4,673.7113037109375,353.2040710449219,688.3857421875,286.3966369628906
37,player,8,653.6370849609375,352.98748779296875,667.479248046875,279.9930725097656
37,player,12,204.50953674316406,368.3404541015625,257.1474914550781,224.59616088867188
38,player,1,1000.812255859375,506.88214111328125,780.8580322265625,840.655517578125
38,player,3,588.75439453125,523.0082397460938,462.18243408203125,782.48681640625
38,player,10,833.6898193359375,433.2498779296875,731.561279296875,601.0953369140625
38,player,5,1080.57080078125,539.8265991210938,803.0565185546875,937.2021484375
38,player,6,538.1566162109375,542.9949951171875,412.9537658691406,816.5132446289062
38,player,7,781.7703857421875,419.33538818359375,709.812744140625,537.0357666015625
38,player,4,670.505615234375,354.092041015625,686.7158203125,287.90093994140625
38,player,12,206.02658081054688,369.2313232421875,257.6651306152344,224.98043823242188
38,player,8,653.5151977539062,354.079345703125,667.7051391601562,282.1249084472656
39,player,1,1002.871337890625,508.42279052734375,781.4910888671875,842.2415771484375
39,player,3,589.6005249023438,522.8848266601562,462.82568359375,782.833984375
39,player,10,833.0234375,433.87933349609375,731.6737060546875,601.2431640625
39,player,5,1081.657958984375,538.8054809570312,804.781982421875,936.55126953125
39,player,7,779.0966796875,415.573486328125,709.0578002929688,535.1058959960938
39,player,4,672.8074340820312,354.4002685546875,686.2376098632812,289.5025634765625
39,player,6,540.4471435546875,544.5150146484375,413.5852355957031,819.125732421875
39,player,12,205.77728271484375,369.91937255859375,257.7953186035156,226.10348510742188
39,player,8,656.1682739257812,355.2395935058594,668.2251586914062,285.29278564453125
40,player,1,1005.0543212890625,508.6124267578125,782.4073486328125,843.617919921875
40,player,3,590.8316650390625,523.831298828125,463.32562255859375,783.9683227539062
