frame,object_type,track_id,team_id,frame_x,frame_y,court_x,court_y
0,player,1,-1,650.7646484375,425.4381103515625,497.2654113769531,547.3391723632812
0,player,2,-1,546.4924926757812,520.5899047851562,349.17236328125,755.06884765625
0,player,3,-1,409.326171875,613.5382080078125,203.9312744140625,914.0081176757812
0,player,4,-1,428.1941833496094,359.60516357421875,322.8863220214844,274.16851806640625
0,player,5,-1,735.8850708007812,420.6638488769531,577.8259887695312,557.5787963867188
0,player,6,-1,440.22412109375,448.9095764160156,289.310302734375,553.7487182617188
0,player,8,-1,29.215072631835938,445.18035888671875,-116.13399505615234,424.150390625
0,player,9,-1,612.959716796875,330.8331298828125,538.1096801757812,237.3067169189453
0,player,10,-1,439.4914245605469,420.5177001953125,302.0603332519531,473.4275817871094
0,player,12,-1,537.8160400390625,511.22857666015625,346.4307556152344,732.254150390625
1,player,4,-1,427.23907470703125,359.92987060546875,322.4683837890625,274.4505615234375
1,player,3,-1,414.51959228515625,611.6693115234375,205.52731323242188,913.144287109375
1,player,2,-1,547.5242309570312,520.9093627929688,349.41912841796875,755.3948974609375
1,player,1,-1,648.5697631835938,425.07513427734375,496.6600036621094,546.78076171875
1,player,5,-1,737.4354248046875,407.318603515625,582.32666015625,544.8562622070312
1,player,9,-1,613.4783325195312,333.04656982421875,537.592529296875,240.17637634277344
1,player,6,-1,442.49908447265625,450.6959228515625,289.7667541503906,555.6571655273438
1,player,8,-1,27.86383628845215,445.9564208984375,-116.60330200195312,424.83770751953125
1,player,12,-1,523.0833740234375,452.4293212890625,352.52581787109375,680.843994140625
1,player,10,-1,433.9417724609375,361.32965087890625,311.1248779296875,406.50579833984375
2,player,4,-1,430.5115966796875,356.06988525390625,324.18536376953125,270.26580810546875
2,player,3,-1,416.24481201171875,601.1112670898438,208.10833740234375,905.8233032226562
2,player,5,-1,736.8296508789062,404.0492858886719,586.0646362304688,533.3017578125
2,player,2,-1,547.2584228515625,522.4984741210938,349.233642578125,756.8072509765625
2,player,6,-1,444.0576171875,439.03948974609375,292.47039794921875,545.8627319335938
2,player,1,-1,640.0033569335938,421.41717529296875,494.46856689453125,542.062744140625
2,player,9,-1,615.5899658203125,335.40679931640625,537.2734375,245.2746124267578
2,player,8,-1,26.935516357421875,445.79315185546875,-117.25383758544922,425.009765625
2,player,12,-1,523.4384155273438,490.85986328125,349.5869140625,681.1324462890625
3,player,3,-1,417.499267578125,595.8873291015625,210.67379760742188,897.688720703125
3,player,4,-1,433.1258544921875,355.2665710449219,326.4366455078125,266.8712158203125
3,player,2,-1,548.049560546875,524.2476196289062,349.048583984375,759.1246337890625
3,player,6,-1,450.32623291015625,436.51788330078125,296.72247314453125,537.6466064453125
3,player,11,-1,733.6975708007812,381.84051513671875,610.279296875,446.0452575683594
3,player,13,-1,517.889404296875,433.33758544921875,369.7288513183594,532.4003295898438
